REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUEINHY2FC0C,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000C,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEINOILFC0N,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0N,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCN,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0N,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCN,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0N,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0N,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINHY2FC0N,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000N,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEINOILFC0F,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0F,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCF,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0F,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCF,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0F,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0F,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINHY2FC0F,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000F,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEINOILFC0P,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0P,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCP,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0P,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCP,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0P,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0P,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINHY2FC0P,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000P,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEINOILFC0O,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0O,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCO,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0O,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCO,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0O,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0O,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINHY2FC0O,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000O,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEAGDSLPS00,EUEDSL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEGNELCTDWT,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEPFBIOBL00,EUTDSL,1,0.935115321,0.93322353,0.923495795,0.926547409,0.927841807,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795,0.923495795
EU27,EUEPFBIOBL00,EUTBIO,1,0.064884679,0.06677647,0.076504205,0.073452591,0.072158193,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205,0.076504205
EU27,EUEPFBIOBL00,EUEGSL,2,0.961461659,0.960789239,0.955309225,0.953480007,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176,0.953316176
EU27,EUEPFBIOBL00,EUTBIO,2,0.038538341,0.039210761,0.044690775,0.046519993,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824,0.046683824
